id;x;y
"2011 Honda Accord EX V-6 Sedan";4330.3525390625;4483.94482421875
"2011 Honda Accord EX-L Sedan";4296.07373046875;4485.46484375
"2011 Honda Accord EX-L V-6 Sedan";4330.162109375;4484.19970703125
"2011 Rolls-Royce Phantom Sedan EWB";4256.646484375;3871.085205078125
"2011 Rolls-Royce Phantom Coupe";4250.4970703125;3871.269287109375
"2011 Rolls-Royce Phantom Drophead Coupe";4251.40966796875;3875.21923828125
"2011 Volkswagen Jetta SEL PZEV";4100.7255859375;4462.13037109375
"2011 Volkswagen Jetta SE PZEV AT";4116.609375;4347.806640625
"2011 Volkswagen Jetta AT";4119.9619140625;4353.12451171875
"2011 Volkswagen Jetta S AT";4123.83251953125;4352.2578125
"2011 Volkswagen Jetta SE AT";4117.96142578125;4337.00146484375
"2011 Volkswagen Jetta SEL PZEV AT";4109.12646484375;4342.98974609375
"2011 Volkswagen Jetta";4096.6826171875;4483.0185546875
"2011 Volkswagen Jetta SEL AT";4119.7080078125;4340.19873046875
"2011 Volkswagen Jetta SE";4097.21337890625;4452.8134765625
"2011 Volkswagen Jetta SEL";4091.7177734375;4455.5068359375
"2011 Volkswagen Jetta SE PZEV";4099.4833984375;4466.080078125
"2011 Volkswagen Jetta S";4100.39892578125;4483.6005859375
"2010 Toyota Corolla";4172.029296875;4457.388671875
"2010 Toyota Corolla AT";4252.6455078125;4370.74609375
"2010 Toyota Corolla S";4175.65966796875;4460.404296875
"2010 Toyota Corolla S AT";4254.27734375;4363.55419921875
"2010 Toyota Corolla LE";4257.7109375;4364.978515625
"2010 Toyota Corolla XLE";4260.126953125;4368.75244140625
"2010 Toyota Corolla XRS";4159.13720703125;4468.5693359375
"2010 Toyota Corolla XRS AT";4146.171875;4459.630859375
"2011 Toyota FJ Cruiser";4338.06982421875;4277.3984375
"2011 Toyota FJ Cruiser 4WD";4278.78466796875;4262.90576171875
"2011 Toyota FJ Cruiser 4WD AT";4402.8447265625;4339.4248046875
"2012 Audi A6 Sedan 3.0 T";3769.840576171875;3958.110107421875
"2011 Audi A6 Sedan 3.0 T";3801.65380859375;4073.42626953125
"2010 Volkswagen Jetta SE AT";4114.1171875;4334.87890625
"2010 Volkswagen Jetta S AT";4118.48583984375;4331.98876953125
"2010 Volkswagen Jetta SE PZEV AT";4115.18896484375;4329.38720703125
"2010 Volkswagen Jetta Limited Edition";4102.37109375;4469.15771484375
"2010 Volkswagen Jetta S";4095.57958984375;4456.150390625
"2010 Volkswagen Jetta Limited Edition AT";4117.17431640625;4343.92626953125
"2010 Volkswagen Jetta S PZEV AT";4108.93994140625;4336.544921875
"2010 Volkswagen Jetta S PZEV";4097.44189453125;4470.419921875
"2010 Volkswagen Jetta Limited Edition PZEV AT";4115.2685546875;4340.22607421875
"2010 Volkswagen Jetta Sedan SE PZEV";4097.654296875;4471.00927734375
"2010 Volkswagen Jetta SE";4104.5673828125;4458.96875
"2010 Volkswagen Jetta Wolfsburg Edition";4029.299560546875;4322.09033203125
"2010 Volkswagen Jetta Wolfsburg Edition PZEV";4022.549072265625;4324.0537109375
"2010 Volkswagen Jetta TDI Clean Diesel";4014.677490234375;4341.8037109375
"2010 Volkswagen Jetta SEL PZEV AT";4121.5419921875;4335.2705078125
"2010 Volkswagen Jetta SEL AT";4123.4423828125;4339.65673828125
"2010 Volkswagen Jetta TDI Cup Edition";4025.7666015625;4342.611328125
"2010 Toyota FJ Cruiser";4338.60107421875;4281.23486328125
"2010 Toyota FJ Cruiser 4WD";4275.76513671875;4262.8330078125
"2010 Toyota FJ Cruiser 4WD AT";4400.8193359375;4334.42041015625
"2011 Toyota Highlander";4073.7763671875;4342.0048828125
"2011 Toyota Highlander V6";4117.056640625;4370.6318359375
"2011 Toyota Highlander V6 4WD";4278.3876953125;4386.62744140625
"2011 Toyota Highlander SE";4079.92822265625;4346.95068359375
"2011 Toyota Highlander SE V6";4165.42431640625;4449.9736328125
"2011 Toyota Highlander SE V6 4WD";4266.83740234375;4391.69580078125
"2011 Toyota Highlander Limited";4169.21142578125;4451.1640625
"2011 Toyota Highlander Limited 4WD";4274.806640625;4388.5107421875
"2010 Toyota Highlander";4168.19775390625;4314.6865234375
"2010 Toyota Highlander V6";4160.74951171875;4450.95751953125
"2010 Toyota Highlander V6 4WD";4274.2021484375;4394.0986328125
"2010 Toyota Highlander Sport";4162.97265625;4460.8603515625
"2010 Toyota Highlander Sport 4WD";4277.43310546875;4391.138671875
"2010 Toyota Highlander SE";4157.41943359375;4454.1669921875
"2010 Toyota Highlander SE 4WD";4267.45849609375;4388.15771484375
"2010 Toyota Highlander Limited";4165.6201171875;4458.40087890625
"2010 Toyota Highlander Limited 4WD";4269.78515625;4393.75390625
"2011 Honda Accord Crosstour EX Hatchback";4331.7548828125;4480.27734375
"2011 Honda Accord Crosstour EX-L Hatchback";4334.126953125;4485.34765625
"2011 Honda Accord Crosstour EX-L Hatchback 4WD";4424.00048828125;4435.53662109375
"2011 Toyota Land Cruiser";4184.560546875;4244.9697265625
"2010 Toyota Land Cruiser";4194.1943359375;4244.4296875
"2011 Toyota Matrix";4170.8818359375;4462.39501953125
"2011 Toyota Matrix AT";4253.11962890625;4366.39990234375
"2011 Toyota Matrix S";4161.57373046875;4465.28564453125
"2011 Toyota Matrix S AT";4141.51318359375;4462.1357421875
"2011 Toyota Matrix S AT AWD";4159.1396484375;4254.95263671875
"2010 Maybach 57 Zeppelin";4200.69677734375;4279.17724609375
"2010 Maybach 57";4185.060546875;4279.06005859375
"2010 Maybach 57 S";4192.533203125;4288.25244140625
"2011 Maybach 57 S";4190.11279296875;4282.20263671875
"2010 Maybach 62";4188.072265625;4274.85546875
"2010 Maybach 62 S";4196.841796875;4287.22802734375
"2010 Maybach 62 Zeppelin";4200.95654296875;4282.4892578125
"2011 Maybach 62 S";4187.95263671875;4285.6123046875
"2011 Maybach 62";4182.4912109375;4275.3779296875
"2009 Maybach Landaulet";4195.36962890625;4283.875
"2010 Maybach Landaulet";4196.26171875;4279.91015625
"2011 Maybach Landaulet";4191.96875;4278.2666015625
"2010 Toyota Matrix";4174.8291015625;4464.1474609375
"2010 Toyota Matrix  AT";4256.37939453125;4370.533203125
"2010 Toyota Matrix  S";4164.44677734375;4468.5673828125
"2010 Toyota Matrix S AT";4142.26220703125;4457.82470703125
"2010 Toyota Matrix S AT AWD";4159.7626953125;4258.40380859375
"2010 Toyota Matrix XRS";4156.72998046875;4464.1328125
"2010 Toyota Matrix XRS AT";4144.82373046875;4464.2802734375
"2011 Nissan Armada SV 4x4 FFV";4523.32763671875;4302.00439453125
"2011 Nissan Armada Platinum 4x4";4531.14208984375;4292.28125
"2011 Nissan Armada SL 4x4 FFV";4517.7265625;4295.67724609375
"2011 Nissan Armada Platinum";4464.2978515625;4206.66845703125
"2011 Nissan Armada SV FFV";4463.3125;4222.06689453125
"2011 Nissan Armada SL FFV";4464.8466796875;4226.7998046875
"2011 Volkswagen Jetta SportWagen S PZEV";4099.45166015625;4458.16455078125
"2011 Volkswagen Jetta SportWagen S PZEV AT";4112.68212890625;4346.45654296875
"2011 Volkswagen Jetta SportWagen S";4092.938720703125;4459.84228515625
"2011 Volkswagen Jetta SportWagen S AT";4115.06494140625;4330.00537109375
"2011 Volkswagen Jetta SportWagen SE";4121.8037109375;4344.9072265625
"2011 Volkswagen Jetta SportWagen SE PZEV";4111.107421875;4339.435546875
"2011 Volkswagen Jetta SportWagen TDI Clean Diesel";4017.20654296875;4350.93408203125
"2011 Chevrolet Aveo  LS";4211.17041015625;4325.94970703125
"2011 Chevrolet Aveo  1LT";4213.34033203125;4334.337890625
"2011 Chevrolet Aveo  1LT AT";4287.49658203125;4242.9052734375
"2011 Chevrolet Aveo  2LT";4218.25830078125;4328.20556640625
"2011 Chevrolet Aveo  2LT AT";4280.26318359375;4239.3330078125
"2010 Volkswagen CC Sport PZEV";4026.1044921875;4324.9814453125
"2010 Volkswagen CC Sport";4035.998046875;4322.57470703125
"2010 Volkswagen CC VR6 Sport";4100.9169921875;4277.46875
"2010 Volkswagen CC VR6 4Motion Executive";4097.2255859375;4279.3427734375
"2011 Audi A6 Sedan 4.2";3791.395263671875;4076.032958984375
"2010 Audi A6 Sedan 3.0 T";3802.541015625;4076.705322265625
"2011 Chevrolet  Aveo5 LS";4213.47412109375;4330.16796875
"2011 Chevrolet  Aveo5 1LT";4214.77783203125;4326.0078125
"2011 Chevrolet  Aveo5 1LT AT";4285.3154296875;4238.458984375
"2011 Chevrolet  Aveo5 2LT";4221.3828125;4330.630859375
"2011 Chevrolet  Aveo5 2LT AT";4292.0107421875;4240.6337890625
"2010 Audi A6 Sedan 4.2";3788.360595703125;4069.44482421875
"2011 Audi A6 Avant";3799.919189453125;4079.767578125
"2010 Audi A6 Avant";3796.31005859375;4076.824951171875
"2012 Audi A7";3768.20166015625;3954.549560546875
"2011 Audi A8";3760.486328125;3957.615478515625
"2011 Audi A8 L";3765.1943359375;3957.649658203125
"2010 Nissan Armada SE 4x4";4526.7314453125;4279.0693359375
"2010 Nissan Armada Titanium 4x4";4526.76806640625;4271.08154296875
