id;x;y
"2010 Kia Soul +";4069.0107421875;4496.6171875
"2010 Kia Soul + AT";4164.24560546875;4390.61328125
"2010 Kia Soul !";4068.756103515625;4489.16064453125
"2010 Kia Soul ! AT";4153.5224609375;4393.62939453125
"2010 Kia Soul Sport";4066.509521484375;4493.9033203125
"2010 Kia Soul Sport AT";4153.2470703125;4390.83203125
"2010 Ford Mustang V6 Convertible";4291.58203125;4189.44580078125
"2010 Ford Mustang V6 Convertible AT";4380.37255859375;4168.46142578125
"2010 Ford Mustang V6 Premium Convertible";4295.03466796875;4192.1220703125
"2010 Ford Mustang V6 Premium Convertible AT";4377.7568359375;4164.47802734375
"2010 Ford Mustang GT Convertible";4274.2626953125;4203.359375
"2010 Ford Mustang GT Convertible AT";4365.5859375;4174.875
"2010 Ford Mustang GT Premium Convertible";4273.8681640625;4194.7646484375
"2010 Ford Mustang GT Premium Convertible AT";4361.50830078125;4175.39501953125
"2010 Audi R8 Coupe 5.2";3830.604248046875;4050.530029296875
"2010 Audi R8 Coupe 4.2";3825.286376953125;4049.895751953125
"2012 Kia Sedona LX";3948.850830078125;4389.88037109375
"2012 Kia Sedona EX";3942.79052734375;4387.72900390625
"2012 Ford Mustang Shelby GT500 Convertible";4192.91162109375;4041.154541015625
"2012 Ford Mustang Shelby GT500 Coupe";4197.6025390625;4036.28515625
"2011 Ford Mustang Shelby GT500 Convertible";4194.013671875;4033.047119140625
"2011 Ford Shelby GT500 Coupe";4188.2939453125;4038.638427734375
"2010 Ford Mustang Shelby GT500 Coupe";4190.341796875;4035.334716796875
"2010 Ford Mustang Shelby GT500 Convertible";4193.67333984375;4037.69384765625
"2011 Kia Sedona LX";3942.986572265625;4395.2294921875
"2011 Kia Sedona EX";3943.6611328125;4391.78662109375
"2010 Kia Sedona";4024.9677734375;4499.40283203125
"2010 Kia Sedona LX";4031.583251953125;4498.78076171875
"2010 Kia Sedona EX";4028.345947265625;4496.14892578125
"2011 Audi R8 Spyder 4.2";3821.0009765625;4047.694580078125
"2010 Volkswagen GTI 4-Door";4029.667724609375;4327.0478515625
"2011 Audi R8 Spyder 5.2";3830.9814453125;4047.943359375
"2012 Kia Sorento";3984.249755859375;4378.39599609375
"2012 Kia Sorento LX";3955.02001953125;4391.79736328125
"2012 Kia Sorento LX AWD";3884.398681640625;4288.697265625
"2012 Kia Sorento LX V6";3930.656494140625;4368.42822265625
"2012 Kia Sorento LX V6 AWD";3868.515869140625;4263.90673828125
"2012 Kia Sorento EX";3935.59326171875;4372.9404296875
"2012 Kia Sorento EX AWD";3872.03173828125;4249.720703125
"2012 Kia Sorento EX V6";3933.461669921875;4364.23974609375
"2012 Kia Sorento EX V6 AWD";3870.11181640625;4260.40283203125
"2012 Kia Sorento SX";3935.068359375;4367.9951171875
"2012 Kia Sorento SX AWD";3866.1845703125;4259.333984375
"2012 Audi S4 Sedan 3.0";3828.7724609375;4030.69287109375
"2010 Chevrolet Camaro Coupe 1LS";4193.615234375;3969.272705078125
"2010 Chevrolet Camaro Coupe 1LS AT";4265.91943359375;3940.91259765625
"2010 Chevrolet Camaro Coupe 1LT";4197.5546875;3971.3876953125
"2010 Chevrolet Camaro Coupe 1LT AT";4268.95947265625;3943.48974609375
"2010 Chevrolet Camaro Coupe 2LT";4188.54638671875;3970.324951171875
"2010 Chevrolet Camaro Coupe 2LT AT";4262.50390625;3940.039794921875
"2010 Chevrolet Camaro Coupe 1SS";4206.09423828125;3983.03759765625
"2010 Chevrolet Camaro Coupe 1SS AT";4271.68994140625;3951.4912109375
"2010 Chevrolet Camaro Coupe 2SS";4206.296875;3972.202392578125
"2010 Chevrolet Camaro Coupe 2SS AT";4272.23779296875;3955.516357421875
"2011 Audi S4 Sedan 3.0";3825.919189453125;4032.33056640625
"2011 Kia Sorento";3983.4951171875;4374.35986328125
"2011 Kia Sorento LX";3951.435546875;4393.77734375
"2011 Kia Sorento LX AWD";3881.588623046875;4290.31298828125
"2011 Kia Sorento LX V6";3936.8193359375;4363.33837890625
"2011 Kia Sorento LX V6 AWD";3868.9716796875;4256.22802734375
"2011 Kia Sorento EX";3953.908203125;4388.31298828125
"2011 Kia Sorento EX AWD";3887.20458984375;4286.2373046875
"2011 Kia Sorento EX V6";3932.641357421875;4370.6015625
"2011 Kia Sorento EX V6 AWD";3873.984130859375;4255.65478515625
"2011 Kia Sorento SX";3929.6513671875;4372.01708984375
"2011 Kia Sorento SX AWD";3873.6669921875;4260.39892578125
"2012 Kia Sportage";3977.82421875;4357.45166015625
"2012 Kia Sportage LX";3939.759521484375;4374.4267578125
"2012 Kia Sportage LX AWD";3884.03466796875;4256.85205078125
"2012 Kia Sportage EX";3942.766357421875;4367.67529296875
"2012 Kia Sportage EX AWD";3880.813720703125;4258.0009765625
"2012 Kia Sportage SX";3932.996337890625;4376.5546875
"2012 Kia Sportage SX AWD";3861.8994140625;4255.177734375
"2010 Volkswagen Golf 2.0L 2-Door TDI";4014.116943359375;4347.791015625
"2010 Volkswagen Golf 2-Door";4088.99560546875;4459.29638671875
"2010 Volkswagen Golf 2-Door AT";4109.39306640625;4332.39404296875
"2011 Kia Sportage";3973.974853515625;4358.990234375
"2011 Kia Sportage LX";3947.05224609375;4369.13427734375
"2011 Kia Sportage LX AWD";3876.08203125;4265.513671875
"2011 Kia Sportage EX";3943.6884765625;4371.48828125
"2011 Kia Sportage EX AWD";3879.572265625;4261.4638671875
"2011 Kia Sportage SX";3941.990234375;4367.11083984375
"2011 Kia Sportage SX AWD";3878.219482421875;4247.73779296875
"2010 Audi S4 Sedan 3.0";3825.775390625;4028.565185546875
"2010 Kia Sportage LX";4051.630615234375;4496.8837890625
"2010 Kia Sportage LX AT";3938.56689453125;4470.38525390625
"2010 Kia Sportage LX 4WD";4165.03173828125;4434.12744140625
"2010 Kia Sportage LX V6";3924.314453125;4461.4443359375
"2010 Kia Sportage LX V6 4WD";4048.079345703125;4395.52197265625
"2010 Kia Sportage EX";3921.677490234375;4459.02490234375
"2010 Kia Sportage EX 4WD";4051.338134765625;4394.35693359375
"2010 Honda Civic DX Sedan";4220.12841796875;4520.83447265625
"2010 Honda Civic DX Sedan AT";4290.306640625;4494.45703125
"2010 Honda Civic DX-VP Sedan";4222.126953125;4535.04248046875
"2010 Honda Civic DX-VP Sedan AT";4285.30859375;4492.70703125
"2010 Honda Civic LX Sedan";4210.7763671875;4531.99755859375
"2010 Honda Civic LX Sedan AT";4292.68359375;4491.26416015625
"2010 Honda Civic LX-S Sedan";4225.01708984375;4532.28125
"2010 Honda Civic LX-S Sedan AT";4287.79345703125;4502.1162109375
"2010 Honda Civic EX Sedan";4217.16259765625;4528.72216796875
"2010 Honda Civic EX Sedan AT";4289.142578125;4491.01318359375
"2010 Honda Civic EX-L Sedan";4211.578125;4518.15966796875
"2010 Honda Civic EX-L Sedan AT";4291.34814453125;4497.98681640625
"2010 Honda Civic Si Sedan";4165.98974609375;4424.37646484375
"2010 Honda Civic GX Sedan";4319.19921875;4478.27880859375
"2011 Nissan Pathfinder SV";4333.27392578125;4273.83447265625
"2011 Nissan Pathfinder Silver Edition";4337.8984375;4266.46826171875
"2011 Nissan Pathfinder Silver Edition 4x4";4387.79541015625;4322.54736328125
"2011 Nissan Pathfinder SV 4x4";4388.12109375;4326.5126953125
"2011 Nissan Pathfinder S";4420.390625;4239.7509765625
"2011 Nissan Pathfinder S 4x4";4484.15380859375;4295.76708984375
"2011 Nissan Pathfinder LE";4338.7275390625;4270.07373046875
"2011 Nissan Pathfinder LE 4x4 V8";4390.06494140625;4352.642578125
"2011 Nissan Pathfinder LE 4x4";4386.576171875;4333.02880859375
"2011 Hyundai Santa Fe GLS AT";3946.82763671875;4283.4072265625
"2011 Hyundai Santa Fe SE AWD";3870.50732421875;4180.03955078125
"2011 Hyundai Santa Fe Limited 3.5 AWD";3868.5908203125;4176.53662109375
"2011 Hyundai Santa Fe SE";3937.625732421875;4272.05029296875
"2011 Hyundai Santa Fe GLS AT AWD";3883.4384765625;4188.474609375
"2011 Hyundai Santa Fe Limited 3.5";3924.054443359375;4271.87841796875
"2011 Hyundai Santa Fe Limited";3940.0322265625;4283.7939453125
"2011 Hyundai Santa Fe GLS";3976.873291015625;4271.40234375
"2011 Hyundai Santa Fe GLS 3.5 AWD";3874.743896484375;4178.6875
"2011 Hyundai Santa Fe GLS 3.5";3930.416015625;4270.4169921875
"2010 Hyundai Santa Fe SE";3934.691162109375;4276.29443359375
"2010 Hyundai Santa Fe Limited 3.5 AWD";3879.53857421875;4178.90185546875
"2010 Hyundai Santa Fe GLS AT AWD";3878.61181640625;4188.47314453125
"2010 Hyundai Santa Fe Limited";3940.356201171875;4290.09130859375
"2010 Hyundai Santa Fe Limited 3.5";3926.502197265625;4272.70361328125
"2010 Hyundai Santa Fe SE AWD";3877.400146484375;4181.9560546875
"2010 Hyundai Santa Fe GLS AT";3937.587158203125;4288.30517578125
"2010 Hyundai Santa Fe GLS";3978.108642578125;4267.99072265625
"2012 Ford Taurus SE";4190.353515625;4186.0146484375
"2012 Ford Taurus SEL";4115.25390625;4217.767578125
"2012 Ford Taurus SEL AWD";4059.6953125;4110.111328125
"2012 Ford Taurus Limited";4119.17431640625;4216.458984375
"2012 Ford Taurus Limited AWD";4059.066650390625;4100.9892578125
"2011 Ford Taurus SE";4186.39111328125;4186.494140625
"2011 Ford Taurus SEL";4194.95361328125;4192.16259765625
"2011 Ford Taurus SEL AWD";4120.7294921875;4076.43994140625
"2011 Ford Taurus Limited";4189.39306640625;4192.3935546875
"2011 Ford Taurus Limited AWD";4122.2021484375;4082.6123046875
"2010 Ford Taurus SE";4194.76123046875;4188.12255859375
"2010 Ford Taurus SEL";4193.99560546875;4192.41357421875
"2010 Ford Taurus SEL AWD";4118.6748046875;4079.893798828125
"2010 Ford Taurus Limited";4185.89306640625;4190.40625
"2010 Ford Taurus Limited AWD";4123.98388671875;4085.993896484375
"2010 Volkswagen Golf 2.5L 4-Door";4115.662109375;4341.00439453125
"2010 Volkswagen Golf 4-Door TDI";4017.9169921875;4344.9248046875
"2011 Volkswagen Golf 2.5L 2-Door";4101.32373046875;4454.46484375
"2011 Volkswagen Golf 2.5L 2-Door AT";4111.46923828125;4329.44775390625
"2011 Volkswagen Golf TDI Clean Diesel 2-Door";4016.73046875;4338.55126953125
"2011 Ford Edge SE";4190.9267578125;4197.00244140625
"2011 Ford Edge SEL";4185.560546875;4196.091796875
"2011 Ford Edge SEL AWD";4115.4287109375;4082.775390625
"2011 Ford Edge Limited";4188.11767578125;4199.17431640625
"2011 Ford Edge Limited AWD";4114.79541015625;4077.807861328125
"2011 Ford Edge Sport";4218.59130859375;4152.23291015625
"2011 Ford Edge Sport AWD";4145.49267578125;4047.927978515625
"2011 Volkswagen Golf 2.5L 4-Door";4112.85107421875;4343.06982421875
"2011 Volkswagen Golf TDI Clean Diesel 4-Door";4020.659912109375;4350.59130859375
"2012 Audi S5 Coupe 4.2 AT";3801.25732421875;4064.59423828125
"2012 Audi S5 Coupe 4.2";3822.90869140625;4057.70751953125
"2012 Ford Edge SE";4114.23193359375;4226.19921875
"2012 Ford Edge SEL";4112.97265625;4223.1240234375
"2012 Ford Edge SEL AWD";4053.795166015625;4110.1181640625
"2012 Ford Edge Limited";4110.7431640625;4227.02734375
"2012 Ford Edge Limited AWD";4052.064453125;4104.8447265625
"2012 Ford Edge Sport";4147.64013671875;4170.88232421875
"2012 Ford Edge Sport AWD";4081.28857421875;4074.6396484375
"2010 Ford Edge SE";4213.6318359375;4190.3134765625
"2010 Ford Edge SE Fleet";4218.978515625;4184.85302734375
"2010 Ford Edge SEL";4222.744140625;4184.009765625
"2010 Ford Edge SEL AWD";4135.2236328125;4077.34619140625
"2010 Ford Edge Limited";4216.1982421875;4187.58251953125
"2010 Ford Edge Limited AWD";4141.60546875;4069.935791015625
"2010 Ford Edge Sport";4212.30078125;4193.080078125
"2010 Ford Edge Sport AWD";4138.294921875;4073.4521484375
"2011 Audi S5 Coupe 4.2 AT";3803.720458984375;4068.8564453125
"2011 Audi S5 Coupe 4.2";3818.91015625;4053.406982421875
"2012 Ford Edge SE Turbo";4242.3583984375;4210.1328125
"2012 Ford Edge Limited Turbo";4240.65673828125;4214.6171875
"2012 Ford Edge SEL Turbo";4245.31591796875;4216.34521484375
"2010 Audi S5 Coupe 4.2 AT";3798.21240234375;4062.1630859375
"2010 Audi S5 Coupe 4.2";3818.723876953125;4057.28857421875
"2011 Audi S6";3794.436767578125;4086.497314453125
"2010 Audi S6";3790.974365234375;4088.320068359375
"2011 Honda Civic DX Sedan";4222.029296875;4528.95947265625
"2011 Honda Civic DX Sedan AT";4295.83251953125;4493.3759765625
"2011 Honda Civic DX-VP Sedan";4210.61669921875;4523.24560546875
"2011 Honda Civic DX-VP Sedan AT";4289.98095703125;4505.62646484375
"2011 Honda Civic LX Sedan";4214.80810546875;4521.5771484375
"2011 Honda Civic LX Sedan AT";4291.4638671875;4501.88427734375
"2011 Honda Civic LX-S Sedan";4213.4775390625;4534.8310546875
"2011 Honda Civic LX-S Sedan AT";4286.650390625;4488.17578125
"2011 Honda Civic EX Sedan";4223.759765625;4521.27294921875
"2011 Honda Civic EX Sedan AT";4286.55517578125;4497.50439453125
"2011 Honda Civic EX-L Sedan";4289.0771484375;4509.107421875
"2011 Honda Civic Si Sedan";4171.1787109375;4421.21533203125
"2011 Honda Civic GX Sedan";4321.03662109375;4474.69677734375
"2012 Chevrolet Corvette Z06 1LZ";4165.98046875;3997.321533203125
"2012 Chevrolet Corvette Z06 2LZ";4176.06982421875;4003.177734375
"2012 Chevrolet Corvette Z06 3LZ";4166.71044921875;3993.265625
"2011 Chevrolet Corvette Z06 1LZ";4166.66015625;4002.126953125
"2011 Chevrolet Corvette Z06 2LZ";4171.04541015625;3996.12646484375
"2011 Chevrolet Corvette Z06 3LZ";4171.21728515625;4003.307861328125
"2010 Chevrolet Corvette Z06 1LZ";4173.66162109375;3999.840087890625
"2010 Chevrolet Corvette Z06 2LZ";4169.396484375;3999.34814453125
"2010 Chevrolet Corvette Z06 3LZ";4167.0380859375;4006.591796875
"2012 Chevrolet Corvette Convertible 1LT";4187.96044921875;3975.65185546875
"2012 Chevrolet Corvette Convertible 1LT AT";4159.01513671875;4009.780029296875
"2012 Chevrolet Corvette Convertible 2LT";4192.4345703125;3975.65185546875
"2012 Chevrolet Corvette Convertible 2LT AT";4158.5322265625;4005.93212890625
"2012 Chevrolet Corvette Convertible 3LT";4195.83154296875;3996.50390625
"2012 Chevrolet Corvette Convertible 3LT AT";4157.98876953125;4005.648193359375
"2012 Chevrolet Corvette Convertible 4LT";4182.1123046875;3983.05712890625
"2012 Chevrolet Corvette Convertible 4LT AT";4158.56982421875;4001.356201171875
"2010 Nissan Pathfinder S 4x4";4493.04541015625;4296.84130859375
"2010 Nissan Pathfinder S FE+";4423.0126953125;4231.1904296875
"2010 Nissan Pathfinder SE";4333.7568359375;4267.70166015625
"2010 Nissan Pathfinder LE 4x4";4384.53955078125;4327.90380859375
"2010 Nissan Pathfinder LE 4x4 V8";4394.8798828125;4350.9423828125
"2010 Nissan Pathfinder SE 4x4";4384.3095703125;4323.43408203125
"2010 Nissan Pathfinder LE";4332.99462890625;4273.52685546875
"2010 Volkswagen Routan S";4118.3203125;4315.29736328125
"2010 Volkswagen Routan SE";4122.5205078125;4314.58251953125
"2010 Volkswagen Routan SEL";4114.10302734375;4302.38232421875
"2010 Volkswagen Routan SEL Premium";4111.271484375;4305.86962890625
"2009 Nissan Pathfinder LE";4423.525390625;4238.24853515625
"2009 Nissan Pathfinder SE Off-Road";4483.91064453125;4299.802734375
"2009 Nissan Pathfinder SE 4x4";4496.40966796875;4299.19287109375
"2009 Nissan Pathfinder LE 4x4 V8";4513.158203125;4317.25732421875
"2009 Nissan Pathfinder S";4426.49169921875;4235.78466796875
"2009 Nissan Pathfinder S 4x4";4492.83203125;4300.4697265625
"2009 Nissan Pathfinder LE 4x4";4488.5849609375;4298.73291015625
"2009 Nissan Pathfinder SE";4421.17041015625;4234.70654296875
"2011 Volkswagen Routan S";4113.6533203125;4311.701171875
"2011 Volkswagen Routan SE";4119.5830078125;4309.80419921875
"2011 Volkswagen Routan SEL";4118.1162109375;4305.62939453125
"2011 Volkswagen Routan SEL Premium";4115.21337890625;4308.314453125
"2010 Volkswagen Tiguan S";4023.37890625;4328.2509765625
"2010 Volkswagen Tiguan S AT";4083.475341796875;4302.703125
"2010 Volkswagen Tiguan SE";4083.6474609375;4303.2919921875
"2010 Volkswagen Tiguan SEL";4087.91748046875;4301.33203125
"2012 Hyundai Sonata GLS";3989.287353515625;4282.32666015625
"2012 Hyundai Sonata Limited PZEV";3941.72119140625;4298.25146484375
"2012 Hyundai Sonata SE";3954.687255859375;4291.177734375
"2012 Hyundai Sonata GLS PZEV";3947.063232421875;4294.85595703125
"2012 Hyundai Sonata GLS AT";3961.250732421875;4297.43310546875
"2012 Hyundai Sonata SE Turbo";3958.6083984375;4304.4541015625
"2012 Hyundai Sonata Limited";3964.74560546875;4299.2666015625
"2012 Hyundai Sonata Limited Turbo";3954.10546875;4305.57861328125
"2011 Hyundai Sonata Limited";3952.98779296875;4296.63330078125
"2011 Hyundai Sonata Limited Turbo";3957.114990234375;4309.625
"2011 Hyundai Sonata GLS AT";3963.014404296875;4302.90087890625
"2011 Hyundai Sonata GLS";3992.23046875;4285.38720703125
"2011 Hyundai Sonata SE Turbo";3962.132080078125;4307.3994140625
"2011 Hyundai Sonata Limited PZEV";3945.42919921875;4299.35791015625
"2011 Hyundai Sonata GLS PZEV";3940.578125;4302.21826171875
"2011 Hyundai Sonata SE";3951.5341796875;4293.609375
"2010 Hyundai Sonata GLS AT";4016.168701171875;4431.53564453125
"2010 Hyundai Sonata GLS";4038.91796875;4427.7041015625
"2010 Hyundai Sonata GLS PZEV";4011.60693359375;4430.43505859375
"2010 Hyundai Sonata SE PZEV";4008.800048828125;4427.60107421875
"2010 Hyundai Sonata SE";4020.250244140625;4426.1025390625
"2010 Hyundai Sonata Limited";4019.98046875;4430.03515625
"2010 Hyundai Sonata Limited PZEV";4011.8720703125;4424.98681640625
"2010 Hyundai Sonata Limited V6";4012.3349609375;4418.68115234375
"2010 Hyundai Sonata SE V6";4009.166015625;4421.3349609375
"2011 Honda CR-Z EX";4158.572265625;4419.6259765625
"2011 Honda CR-Z";4157.52783203125;4424.0419921875
"2011 Hyundai Veracruz GLS";3924.336669921875;4264.3203125
"2011 Hyundai Veracruz Limited";3928.89892578125;4263.326171875
"2011 Hyundai Veracruz GLS AWD";3868.419921875;4171.1923828125
"2011 Hyundai Veracruz Limited AWD";3871.397216796875;4166.98046875
"2010 Hyundai Veracruz GLS AWD";3872.022216796875;4170.61767578125
"2010 Hyundai Veracruz GLS";3927.1484375;4268.08837890625
"2010 Hyundai Veracruz Limited AWD";3876.127685546875;4171.5947265625
"2010 Hyundai Veracruz Limited";3933.90673828125;4263.17822265625
"2011 Honda Fit";4203.72119140625;4520.93994140625
"2011 Honda Fit AT";4280.09228515625;4499.55029296875
"2011 Honda Fit Sport";4204.52734375;4526.591796875
"2011 Honda Fit Sport AT";4276.19775390625;4498.2548828125
"2011 Hyundai Sonata Hybrid";3941.802490234375;4309.044921875
"2012 Hyundai Tucson GL AT";3971.3818359375;4323.39990234375
"2012 Hyundai Tucson GLS";3958.735107421875;4276.36572265625
"2012 Hyundai Tucson Limited AWD";3892.406494140625;4164.478515625
"2012 Hyundai Tucson Limited";3962.635986328125;4275.6416015625
"2012 Hyundai Tucson Limited PZEV AWD";3886.6826171875;4167.462890625
"2012 Hyundai Tucson Limited PZEV";3948.89306640625;4271.76220703125
"2012 Hyundai Tucson GL";4036.04248046875;4416.4111328125
"2012 Hyundai Tucson GLS AWD";3893.93310546875;4176.73388671875
"2012 Hyundai Tucson GLS PZEV";3956.2890625;4265.3173828125
"2012 Hyundai Tucson GLS PZEV AWD";3890.7431640625;4167.77294921875
"2011 Mazda CX-7 i SV";4061.049072265625;4463.8564453125
"2011 Mazda CX-7 i Sport";4057.854248046875;4472.0390625
"2011 Mazda CX-7 s Touring";3977.6943359375;4318.5732421875
"2011 Mazda CX-7 s Touring AWD";3906.39599609375;4211.35107421875
"2011 Mazda CX-7 i Touring";4056.403564453125;4465.8779296875
"2011 Mazda CX-7 s Grand Touring";3976.353515625;4315.01416015625
"2011 Mazda CX-7 s Grand Touring AWD";3910.2392578125;4218.22265625
"2012 Ford Flex SE";4204.39453125;4179.57763671875
"2012 Ford Flex SEL";4209.455078125;4177.81298828125
"2012 Ford Flex SEL AWD";4131.07373046875;4070.787841796875
"2012 Ford Flex Limited";4212.24072265625;4174.0146484375
"2012 Ford Flex Limited AWD";4126.92138671875;4070.115966796875
"2012 Ford Flex Limited AWD Turbo";4049.05322265625;4079.03271484375
"2012 Ford Flex Titanium";4213.68408203125;4177.33642578125
"2012 Ford Flex Titanium AWD";4130.6396484375;4074.3994140625
"2012 Ford Flex Titanium AWD Turbo";4048.836181640625;4076.606689453125
"2010 Honda Fit";4202.6376953125;4530.85791015625
"2010 Honda Fit AT";4278.32568359375;4503.8896484375
"2010 Honda Fit Sport";4199.99658203125;4526.408203125
"2010 Honda Fit Sport AT";4279.326171875;4490.0703125
"2011 Ford Flex SE";4205.56494140625;4183.416015625
"2011 Ford Flex SEL";4212.9892578125;4181.0888671875
"2011 Ford Flex SEL AWD";4128.5126953125;4066.493408203125
"2011 Ford Flex SEL AWD Turbo";4115.8916015625;4054.046875
"2011 Ford Flex Limited";4208.7685546875;4178.1435546875
"2011 Ford Flex Limited AWD";4134.54345703125;4068.355224609375
"2011 Ford Flex Limited AWD Turbo";4114.83251953125;4047.2412109375
"2011 Ford Flex Titanium";4208.6611328125;4185.62939453125
"2011 Ford Flex Titanium AWD";4135.7255859375;4064.219482421875
"2011 Ford Flex Titanium AWD Turbo";4111.77490234375;4054.17919921875
"2010 Mazda CX-7 i SV";4059.614013671875;4467.85791015625
"2010 Mazda CX-7 i Sport";4053.84619140625;4469.873046875
"2010 Mazda CX-7 s Touring";3975.943115234375;4314.640625
"2010 Mazda CX-7 s Touring AWD";3905.956298828125;4215.533203125
"2010 Mazda CX-7 s Grand Touring";3979.4775390625;4316.4189453125
"2010 Mazda CX-7 s Grand Touring AWD";3910.7216796875;4212.6328125
"2011 Hyundai Tucson GL AT";3968.439208984375;4321.58203125
"2011 Hyundai Tucson GLS";3963.064453125;4270.73828125
"2011 Hyundai Tucson Limited PZEV";3950.094970703125;4265.443359375
"2011 Hyundai Tucson Limited AWD";3895.79833984375;4171.89697265625
"2011 Hyundai Tucson Limited PZEV AWD";3888.268798828125;4164.05517578125
"2011 Hyundai Tucson GLS AWD";3890.177978515625;4179.38916015625
"2011 Hyundai Tucson GLS PZEV";3952.189453125;4269.15771484375
"2011 Hyundai Tucson GL";4032.984619140625;4415.54248046875
"2011 Hyundai Tucson GLS PZEV AWD";3888.13232421875;4171.33837890625
"2011 Hyundai Tucson Limited";3960.882568359375;4279.93798828125
"2012 Audi R8 Spyder 4.2";3828.632080078125;4053.93603515625
"2012 Audi R8 Spyder 5.2";3831.9013671875;4043.04638671875
"2010 Ford Flex SE";4206.00732421875;4175.708984375
"2010 Ford Flex SEL";4208.3779296875;4172.98974609375
"2010 Ford Flex SEL AWD";4131.25390625;4064.205078125
"2010 Ford Flex SEL AWD Turbo";4111.82666015625;4050.448486328125
"2010 Ford Flex Limited";4208.951171875;4181.53466796875
"2010 Ford Flex Limited AWD";4138.2802734375;4065.765625
"2010 Ford Flex Limited AWD Turbo";4117.82080078125;4049.797119140625
"2011 Mazda CX-9 Sport";3997.69873046875;4293.0556640625
"2011 Mazda CX-9 Sport AWD";3925.411376953125;4203.2685546875
"2011 Mazda CX-9 Touring";3994.811767578125;4300.41064453125
"2011 Mazda CX-9 Touring AWD";3929.882568359375;4204.63916015625
"2011 Mazda CX-9 Grand Touring";3994.59814453125;4296.14599609375
"2011 Mazda CX-9 Grand Touring AWD";3932.4033203125;4197.58544921875
"2011 Volkswagen Tiguan S";4034.42041015625;4317.3994140625
"2011 Volkswagen Tiguan S AT";4088.752685546875;4307.8076171875
"2011 Volkswagen Tiguan SE";4084.114501953125;4306.99853515625
"2011 Volkswagen Tiguan SEL";4090.6123046875;4304.68359375
"2010 Volkswagen Touareg VR6 FSI Sport";4204.1708984375;4223.80322265625
"2010 Volkswagen Touareg V6 TDI Clean Diesel Sport";4268.20947265625;4247.06884765625
"2010 Mercedes-Benz CL550 4Matic";3990.220458984375;3778.752685546875
"2010 Mercedes-Benz CL600";4103.40625;4079.26171875
"2010 Mercedes-Benz CL63 AMG";4176.11669921875;3761.984619140625
"2010 Mercedes-Benz CL65 AMG";4169.52880859375;4031.917724609375
"2011 BMW 128i Convertible";4037.589599609375;3981.11328125
"2011 BMW 128i Convertible AT";4006.80615234375;3986.11865234375
"2011 BMW 135i Convertible";4018.525634765625;3934.07470703125
"2011 Mercedes-Benz CL600";4103.70654296875;4083.35205078125
"2011 Mercedes-Benz CL63 AMG";4191.74169921875;3765.3447265625
"2011 Mercedes-Benz CL550 4Matic";3937.53857421875;3822.839599609375
"2011 Mercedes-Benz CL65 AMG";4163.48779296875;4031.159423828125
"2010 BMW 135i Coupe AT";4030.130126953125;3990.751708984375
"2010 BMW 135i Coupe";4057.05908203125;3975.47509765625
"2010 BMW 128i Coupe";4045.81494140625;3978.369384765625
"2010 BMW 128i Coupe AT";4000.176513671875;3993.75341796875
"2010 Hyundai Tucson Limited";3966.6630859375;4279.14794921875
"2010 Hyundai Tucson GLS";3990.988037109375;4262.4208984375
"2010 Hyundai Tucson Limited PZEV 4WD";4055.098876953125;4216.83349609375
"2010 Hyundai Tucson Limited 4WD";4059.66943359375;4221.45849609375
"2010 Hyundai Tucson GLS AT 4WD";4058.537841796875;4224.75
"2010 Hyundai Tucson GLS PZEV 4WD";4052.40234375;4218.59423828125
"2010 Hyundai Tucson Limited PZEV";3956.413818359375;4269.89501953125
"2010 Hyundai Tucson GLS AT";3967.12841796875;4273.78076171875
"2010 Hyundai Tucson GLS PZEV";3951.912353515625;4274.11865234375
"2011 BMW 135i Coupe";4059.33154296875;3979.25390625
"2011 BMW 128i Coupe AT";4007.175537109375;3982.2431640625
"2011 BMW 128i Coupe";4034.795166015625;3978.300048828125
"2010 Mercedes-Benz CLS550";4108.4873046875;3756.585693359375
"2010 Mercedes-Benz CLS63 AMG";4184.9638671875;3771.616455078125
"2011 Chevrolet Corvette Convertible 1LT";4198.29443359375;3982.0361328125
"2011 Chevrolet Corvette Convertible 1LT AT";4246.06982421875;3954.209716796875
"2011 Chevrolet Corvette Convertible 2LT";4206.22314453125;3994.718505859375
"2011 Chevrolet Corvette Convertible 2LT AT";4260.7470703125;3972.365478515625
"2011 Chevrolet Corvette Convertible 3LT";4202.00537109375;4002.885498046875
"2011 Chevrolet Corvette Convertible 3LT AT";4264.048828125;3969.691650390625
"2011 Chevrolet Corvette Convertible 4LT";4188.021484375;3986.037109375
"2011 Chevrolet Corvette Convertible 4LT AT";4246.13232421875;3958.652099609375
"2011 Mercedes-Benz CLS63 AMG";4150.3798828125;3806.792236328125
"2010 Chevrolet Corvette Convertible 1LT";4203.765625;3992.05078125
"2010 Chevrolet Corvette Convertible 1LT AT";4255.4951171875;3961.0517578125
"2010 Chevrolet Corvette Convertible 2LT";4196.876953125;3985.5859375
"2010 Chevrolet Corvette Convertible 2LT AT";4251.81982421875;3953.968505859375
"2010 Chevrolet Corvette Convertible 3LT";4201.205078125;3984.459716796875
"2010 Chevrolet Corvette Convertible 3LT AT";4251.00048828125;3953.330078125
"2010 Chevrolet Corvette Convertible 4LT";4193.34716796875;3992.648193359375
